Fecha,IdProducto,Pais,Canal,SegmentoCliente,Cantidad,PrecioUnitario,DescuentoPorc
2025-01-11,2,Peru,Online,Consumer,15,1051.15,0.1
2025-12-29,1,Peru,Online,Consumer,20,964.81,0.2
2025-11-02,2,Mexico,Tienda,Enterprise,9,1321.84,0.1
2025-06-16,4,Mexico,Online,Enterprise,14,850.91,0.05
2025-03-05,1,Espana,Online,Consumer,16,955.15,0.0
2025-06-14,4,Alemania,Tienda,Consumer,1,630.22,0.05
2025-04-25,2,Peru,Tienda,Consumer,14,1153.47,0.05
2025-05-23,3,India,Online,Consumer,4,224.96,0.0
2025-03-22,2,Japon,Online,Consumer,5,1435.32,0.05
2025-07-08,3,Alemania,Online,Consumer,3,356.13,0.15
2025-05-25,1,Estados Unidos,Online,Enterprise,3,839.08,0.15
2025-08-09,3,Estados Unidos,Online,Enterprise,19,366.3,0.1
2025-09-02,1,India,Tienda,Consumer,13,871.32,0.03
2025-03-29,4,Estados Unidos,Online,Consumer,3,546.85,0.05
2025-03-07,2,India,Online,Consumer,10,1330.56,0.2
2025-04-24,2,Chile,Online,Consumer,13,1388.54,0.0
2025-10-05,4,India,Online,Consumer,5,732.53,0.2
2025-07-01,2,India,Tienda,Consumer,4,1131.11,0.1
2025-01-14,2,Mexico,Online,Consumer,18,1119.96,0.05
2025-03-31,1,India,Tienda,Consumer,3,802.5,0.1
2025-08-09,4,India,Online,SMB,11,528.46,0.2
2025-03-05,3,Mexico,Online,Enterprise,13,206.29,0.1
2025-02-17,1,Japon,Tienda,Consumer,15,959.11,0.05
2025-05-03,3,Japon,Online,Consumer,17,344.32,0.15
2025-10-25,4,Japon,Tienda,Consumer,20,651.13,0.03
2025-07-25,3,Chile,Online,Consumer,7,216.55,0.2
2025-12-18,4,Peru,Tienda,Consumer,1,552.17,0.1
2025-05-19,1,Mexico,Tienda,Enterprise,1,963.38,0.0
2025-08-27,1,Mexico,Tienda,Consumer,16,883.43,0.0
2025-08-19,3,Peru,Online,Consumer,11,314.63,0.0
2025-06-03,1,Chile,Tienda,Consumer,9,1072.11,0.05
2025-04-12,3,India,Online,Consumer,14,261.22,0.05
2025-02-11,1,India,Tienda,SMB,1,1082.46,0.03
2025-08-01,1,Espana,Online,Consumer,10,1071.2,0.0
2025-05-21,4,Espana,Tienda,Consumer,5,647.35,0.1
2025-01-03,1,Alemania,Tienda,Consumer,5,891.36,0.1
2025-06-12,4,India,Online,Consumer,18,767.43,0.2
2025-06-10,2,Mexico,Online,SMB,8,1265.16,0.2
2025-03-26,1,India,Tienda,Consumer,11,851.5,0.0
2025-04-01,1,Alemania,Tienda,Consumer,20,835.79,0.1
2025-11-26,2,Espana,Tienda,Consumer,8,1157.72,0.05
2025-09-24,2,Chile,Tienda,Consumer,2,1344.65,0.05
2025-02-22,3,Espana,Online,Consumer,17,386.96,0.2
2025-05-13,2,Chile,Tienda,Consumer,13,1433.76,0.05
2025-09-29,3,Alemania,Online,SMB,3,238.92,0.0
2025-06-20,3,Estados Unidos,Tienda,SMB,20,365.64,0.05
2025-09-08,3,Espana,Online,Consumer,4,286.89,0.1
2025-04-19,4,India,Tienda,SMB,10,565.21,0.05
2025-08-10,1,Mexico,Online,SMB,5,903.62,0.0
2025-10-23,1,Alemania,Tienda,Consumer,4,998.14,0.0
2025-06-27,2,Estados Unidos,Tienda,SMB,9,1142.2,0.1
2025-06-26,4,Chile,Online,Consumer,20,593.81,0.05
2025-04-17,3,Estados Unidos,Tienda,Consumer,20,288.02,0.05
2025-01-27,1,Chile,Tienda,SMB,17,963.34,0.0
2025-04-23,3,Mexico,Tienda,Consumer,12,398.04,0.1
2025-12-10,4,Peru,Online,Consumer,14,788.29,0.05
2025-12-27,3,Mexico,Online,Consumer,17,354.97,0.0
2025-05-30,3,Estados Unidos,Online,Consumer,16,396.43,0.05
2025-09-12,4,Japon,Tienda,SMB,11,564.97,0.03
2025-02-11,3,Espana,Tienda,Consumer,20,349.23,0.0
2025-02-13,2,Alemania,Online,Consumer,20,1000.71,0.0
2025-01-03,1,Alemania,Online,Consumer,17,887.91,0.0
2025-04-17,2,Peru,Tienda,SMB,12,1290.83,0.03
2025-01-17,4,India,Online,Consumer,16,513.24,0.2
2025-01-15,4,Alemania,Tienda,SMB,20,524.35,0.03
2025-08-29,1,Mexico,Tienda,SMB,5,825.59,0.0
2025-02-01,1,Peru,Online,Consumer,18,887.61,0.1
2025-03-10,2,Peru,Tienda,Consumer,6,1319.82,0.0
2025-06-17,1,Japon,Tienda,SMB,7,885.73,0.0
2025-04-16,1,Peru,Online,SMB,14,1065.52,0.0
2025-04-10,3,Chile,Tienda,SMB,15,318.74,0.03
2025-06-19,2,India,Online,Consumer,3,1400.2,0.0
2025-03-26,2,Peru,Online,Consumer,18,1083.68,0.2
2025-10-26,3,Mexico,Tienda,SMB,11,329.22,0.0
2025-07-03,1,Mexico,Tienda,SMB,8,937.5,0.05
2025-07-05,4,Peru,Online,Consumer,9,765.44,0.0
2025-03-14,1,Espana,Online,Enterprise,17,1041.95,0.15
2025-10-11,3,India,Online,Consumer,7,355.56,0.0
2025-12-11,1,Japon,Tienda,Consumer,1,923.54,0.05
2025-08-18,2,Peru,Tienda,Enterprise,1,1233.83,0.05
2025-02-26,3,Espana,Tienda,Enterprise,14,379.03,0.05
2025-02-01,4,Chile,Tienda,SMB,15,681.71,0.05
2025-08-07,4,Peru,Tienda,SMB,17,564.89,0.0
2025-07-26,2,Espana,Tienda,Consumer,2,1110.15,0.05
2025-09-03,3,Japon,Tienda,Consumer,19,262.61,0.03
2025-04-14,1,Espana,Online,Consumer,5,958.66,0.1
2025-02-22,2,Alemania,Tienda,Consumer,14,1409.03,0.0
2025-11-18,4,Peru,Online,Consumer,14,803.87,0.05
2025-08-30,3,Estados Unidos,Online,Consumer,6,238.57,0.05
2025-04-21,3,India,Tienda,SMB,13,341.85,0.05
2025-06-19,1,Japon,Tienda,Enterprise,12,866.5,0.05
2025-01-10,3,India,Tienda,Consumer,11,214.27,0.0
2025-04-30,3,Japon,Tienda,Consumer,20,314.64,0.03
2025-06-18,3,Estados Unidos,Online,Consumer,16,330.63,0.05
2025-10-04,4,Alemania,Tienda,Consumer,17,841.63,0.0
2025-12-29,3,India,Tienda,SMB,9,367.59,0.03
2025-10-29,3,Peru,Tienda,Consumer,9,369.03,0.1
2025-09-04,3,Chile,Online,SMB,16,364.33,0.05
2025-02-16,4,Estados Unidos,Online,SMB,13,699.82,0.05
2025-06-08,1,Peru,Online,Consumer,4,995.93,0.2
2025-10-28,3,Alemania,Tienda,Consumer,11,201.76,0.03
2025-10-18,1,India,Online,SMB,14,997.16,0.0
2025-06-24,2,Alemania,Tienda,Consumer,14,1377.2,0.03
2025-06-04,4,Japon,Tienda,Consumer,11,580.41,0.03
2025-09-24,4,Espana,Tienda,Consumer,4,749.36,0.1
2025-12-16,2,Japon,Tienda,SMB,10,1203.93,0.0
2025-05-02,4,Alemania,Tienda,SMB,19,552.94,0.0
2025-04-10,1,India,Online,Consumer,7,1099.89,0.0
2025-08-16,1,Espana,Online,Consumer,7,895.27,0.0
2025-02-10,4,Mexico,Online,Consumer,10,824.01,0.0
2025-06-08,1,Japon,Online,Enterprise,11,879.1,0.2
2025-05-07,1,Espana,Tienda,Consumer,5,1075.46,0.05
2025-07-05,3,Japon,Online,Consumer,20,211.7,0.05
2025-07-28,1,Espana,Online,SMB,15,887.66,0.2
2025-03-26,3,Espana,Tienda,SMB,13,319.3,0.05
2025-12-20,1,Espana,Online,SMB,1,1083.48,0.05
2025-09-11,3,Japon,Tienda,Enterprise,18,300.3,0.1
2025-06-07,2,Mexico,Tienda,Consumer,4,1069.32,0.03
2025-05-30,3,Alemania,Online,Consumer,13,368.11,0.0
2025-01-13,4,Mexico,Tienda,Consumer,6,589.5,0.03
2025-05-20,1,Peru,Online,Consumer,17,902.84,0.0
2025-05-10,4,India,Online,Consumer,8,783.82,0.2
2025-10-17,2,Peru,Tienda,Enterprise,19,1434.97,0.03
2025-02-08,4,Estados Unidos,Online,Consumer,7,652.81,0.15
2025-11-26,2,Peru,Tienda,Consumer,9,1325.49,0.03
2025-12-21,1,Espana,Online,Consumer,4,1064.52,0.05
2025-02-20,3,Mexico,Tienda,SMB,6,369.77,0.05
2025-04-25,1,Espana,Tienda,Consumer,4,1021.7,0.0
2025-01-05,2,Chile,Tienda,Consumer,1,1403.62,0.1
2025-12-21,2,India,Tienda,SMB,13,1238.49,0.03
2025-03-04,4,Mexico,Tienda,Consumer,9,782.92,0.0
2025-09-27,3,Chile,Tienda,Enterprise,19,273.7,0.03
2025-01-04,1,Japon,Tienda,Consumer,16,845.92,0.1
2025-01-19,4,Mexico,Tienda,Consumer,9,715.69,0.05
2025-01-15,2,Estados Unidos,Online,Consumer,5,1353.86,0.1
2025-05-22,2,India,Tienda,SMB,17,1023.9,0.0
2025-01-03,3,Estados Unidos,Tienda,Enterprise,17,206.84,0.0
2025-11-29,1,Alemania,Tienda,SMB,5,830.83,0.05
2025-03-04,4,India,Tienda,Consumer,20,856.41,0.1
2025-05-21,3,India,Online,Consumer,13,260.41,0.2
2025-01-11,4,Estados Unidos,Tienda,Consumer,10,676.48,0.0
2025-02-27,1,Chile,Tienda,Consumer,2,1000.04,0.03
2025-10-27,2,India,Tienda,SMB,15,1022.43,0.1
2025-12-24,4,Estados Unidos,Online,Consumer,11,688.81,0.1
2025-01-18,3,Japon,Online,SMB,9,385.79,0.05
2025-05-05,2,Chile,Online,Enterprise,8,1207.4,0.1
2025-02-22,2,Estados Unidos,Online,SMB,12,1433.64,0.0
2025-08-09,3,Mexico,Online,Consumer,17,240.41,0.15
2025-01-22,3,Alemania,Tienda,SMB,7,377.33,0.03
2025-02-22,4,Japon,Online,SMB,17,585.58,0.0
2025-04-12,4,Espana,Tienda,Consumer,9,813.59,0.1
2025-08-06,4,Estados Unidos,Tienda,Consumer,15,507.93,0.03
2025-12-11,2,Japon,Online,Consumer,20,1030.36,0.05
2025-07-02,4,Japon,Online,Consumer,13,751.95,0.1
2025-12-17,2,Chile,Online,Consumer,2,1146.22,0.1
2025-04-10,3,Japon,Tienda,Consumer,16,214.56,0.03
2025-12-26,4,Espana,Tienda,SMB,3,525.21,0.03
2025-06-08,1,India,Online,SMB,16,984.58,0.0
2025-02-06,1,Espana,Online,Consumer,2,1012.5,0.0
2025-12-31,4,Espana,Online,Enterprise,20,673.56,0.2
2025-11-06,4,India,Online,Consumer,12,661.04,0.1
2025-04-14,3,Alemania,Tienda,Consumer,13,280.44,0.03
2025-04-14,2,Espana,Online,Consumer,11,1250.16,0.0
2025-05-18,1,Peru,Tienda,SMB,12,972.19,0.05
2025-09-28,3,Chile,Online,SMB,17,265.53,0.1
2025-12-02,1,Chile,Online,SMB,9,1027.07,0.15
2025-08-23,2,India,Tienda,Enterprise,1,1198.89,0.1
2025-11-12,2,India,Tienda,Consumer,5,1046.78,0.0
2025-08-04,2,Mexico,Online,Consumer,20,1185.56,0.2
2025-12-24,2,Estados Unidos,Tienda,Enterprise,15,1374.84,0.03
2025-07-22,1,Estados Unidos,Online,Consumer,6,856.94,0.0
2025-08-10,2,Japon,Online,Consumer,13,1428.61,0.05
2025-09-30,3,Chile,Tienda,Enterprise,5,361.57,0.03
2025-11-05,1,India,Online,Consumer,14,1007.25,0.1
2025-06-24,1,India,Online,Consumer,1,989.84,0.15
2025-01-22,2,Chile,Tienda,Consumer,6,1173.02,0.1
2025-03-23,4,Espana,Tienda,Consumer,19,775.77,0.0
2025-02-10,4,Chile,Tienda,Consumer,5,646.32,0.03
2025-12-26,4,Chile,Online,Consumer,3,854.57,0.1
2025-04-03,3,Peru,Tienda,SMB,5,312.39,0.0
2025-01-22,4,India,Online,Consumer,5,750.78,0.1
2025-11-27,4,Mexico,Tienda,Consumer,10,646.97,0.1
2025-01-03,1,Chile,Online,Enterprise,8,1082.24,0.05
2025-09-22,1,Chile,Online,Consumer,1,902.38,0.05
2025-08-26,4,Mexico,Online,Consumer,2,668.05,0.1
2025-07-27,1,Estados Unidos,Tienda,Consumer,18,1021.18,0.0
2025-02-15,4,India,Online,Consumer,17,616.34,0.2
2025-09-17,3,India,Tienda,Consumer,15,292.8,0.03
2025-03-29,3,India,Online,Enterprise,20,369.62,0.2
2025-08-06,3,Peru,Online,Consumer,5,274.72,0.1
2025-08-05,1,Mexico,Online,Consumer,12,971.9,0.15
2025-12-06,2,Espana,Tienda,SMB,7,1230.53,0.03
2025-09-12,2,Estados Unidos,Online,Consumer,4,1299.61,0.2
2025-05-25,4,Espana,Tienda,SMB,14,877.08,0.05
2025-02-23,3,Espana,Online,Enterprise,19,321.7,0.05
2025-02-22,1,Peru,Online,Consumer,9,987.92,0.2
2025-10-08,4,Peru,Online,SMB,3,636.51,0.05
2025-05-25,3,Japon,Online,Consumer,13,264.13,0.0
2025-12-27,3,Alemania,Online,Consumer,5,223.57,0.15
2025-12-26,2,Alemania,Online,Consumer,5,1168.73,0.0
2025-09-04,3,Alemania,Tienda,SMB,10,382.55,0.03
2025-11-09,4,Japon,Tienda,SMB,9,589.05,0.0
2025-11-12,1,Mexico,Tienda,SMB,14,966.76,0.0
2025-06-13,1,Espana,Tienda,SMB,16,940.25,0.1
2025-04-05,2,Chile,Tienda,Consumer,10,1057.22,0.03
2025-09-17,2,Espana,Tienda,Enterprise,3,1137.65,0.1
2025-07-11,4,Peru,Tienda,Consumer,13,832.13,0.0
2025-03-12,3,Peru,Online,Consumer,6,272.26,0.05
2025-09-19,2,Mexico,Online,Consumer,4,1231.58,0.0
2025-05-30,2,India,Tienda,SMB,15,1311.33,0.03
2025-08-06,1,Chile,Tienda,SMB,8,895.48,0.03
2025-01-20,1,Mexico,Online,Consumer,11,1074.3,0.2
2025-09-22,3,Peru,Tienda,Consumer,17,320.8,0.03
2025-12-01,4,Alemania,Tienda,SMB,17,723.59,0.1
2025-09-26,1,Japon,Online,Consumer,7,1017.53,0.1
2025-06-25,3,Alemania,Online,SMB,20,293.64,0.15
2025-02-07,3,Peru,Online,Enterprise,12,238.89,0.05
2025-04-11,1,Alemania,Online,SMB,1,914.07,0.15
2025-03-30,1,Mexico,Tienda,Consumer,1,921.63,0.03
2025-09-08,4,Chile,Online,Consumer,12,880.55,0.15
2025-06-02,2,Espana,Online,SMB,12,1208.16,0.15
2025-08-22,2,Peru,Tienda,Consumer,16,1213.35,0.0
2025-10-07,1,Japon,Tienda,Enterprise,8,979.73,0.03
2025-09-24,2,Espana,Online,SMB,12,1335.87,0.15
2025-02-08,4,Estados Unidos,Online,Consumer,4,854.33,0.05
2025-01-12,3,Espana,Tienda,Consumer,8,326.12,0.05
2025-09-21,4,Alemania,Tienda,SMB,3,766.02,0.1
2025-02-17,4,Japon,Tienda,Consumer,1,705.8,0.0
2025-06-19,3,Espana,Online,Enterprise,15,335.79,0.15
2025-02-17,1,Alemania,Online,Consumer,20,1021.27,0.05
2025-07-05,4,Chile,Online,SMB,15,790.72,0.15
2025-05-19,2,Japon,Online,Consumer,5,1331.36,0.2
2025-04-16,3,Espana,Tienda,Consumer,17,376.7,0.03
2025-04-19,3,Espana,Online,Consumer,19,236.03,0.1
2025-06-13,2,Japon,Online,Consumer,4,1462.1,0.0
2025-10-08,1,Estados Unidos,Tienda,Enterprise,17,1022.44,0.0
2025-10-04,4,Chile,Online,Consumer,17,785.96,0.1
2025-03-27,1,Peru,Online,Enterprise,16,1084.28,0.1
2025-10-05,1,Japon,Online,Enterprise,19,1066.27,0.15
2025-05-22,2,Estados Unidos,Online,Consumer,20,1220.78,0.15
2025-11-24,4,Espana,Tienda,Enterprise,14,791.57,0.05
2025-09-14,2,India,Online,Consumer,15,1219.9,0.0
2025-12-07,3,Alemania,Tienda,Consumer,11,281.47,0.1
2025-09-27,2,Peru,Tienda,SMB,20,1130.05,0.0
2025-08-11,2,Peru,Tienda,Enterprise,5,1382.87,0.1
2025-05-20,2,Estados Unidos,Online,Enterprise,1,1019.08,0.0
2025-01-01,2,Chile,Tienda,Consumer,10,1482.96,0.05
2025-04-01,4,India,Online,Consumer,6,602.26,0.05
2025-07-09,1,India,Online,SMB,1,858.17,0.15
2025-07-08,3,Chile,Online,Consumer,18,328.71,0.1
2025-03-01,3,Chile,Tienda,Consumer,19,339.85,0.05
2025-02-05,3,India,Online,Consumer,10,259.92,0.0
2025-10-01,3,Alemania,Tienda,SMB,19,275.6,0.0
2025-04-17,4,India,Tienda,SMB,19,672.85,0.03
2025-12-29,2,Japon,Online,Consumer,16,1158.93,0.0
2025-08-06,1,Peru,Online,Consumer,20,937.59,0.0
2025-09-09,4,India,Online,Enterprise,17,883.09,0.2
2025-11-05,1,Mexico,Online,SMB,1,1098.88,0.05
2025-04-14,1,Alemania,Online,Consumer,5,909.4,0.05
2025-07-27,2,India,Tienda,SMB,6,1344.82,0.0
2025-10-25,4,Chile,Online,Consumer,8,509.22,0.1
2025-04-08,1,India,Tienda,Enterprise,7,1006.34,0.03
2025-04-23,1,Chile,Tienda,Consumer,2,1039.72,0.1
2025-05-17,2,Japon,Online,Consumer,11,1477.84,0.0
2025-02-27,2,Peru,Online,Consumer,17,1352.67,0.0
2025-08-16,1,India,Tienda,SMB,14,833.17,0.05
2025-08-12,2,Estados Unidos,Online,Consumer,2,1339.58,0.1
2025-03-25,4,Espana,Online,Consumer,1,684.38,0.15
2025-08-09,2,Espana,Online,SMB,9,1226.2,0.15
2025-01-26,3,India,Tienda,SMB,8,338.15,0.1
2025-07-18,1,Mexico,Online,Consumer,6,825.35,0.0
2025-03-10,1,Mexico,Online,SMB,16,883.84,0.15
2025-07-21,4,Mexico,Online,Consumer,2,775.79,0.05
2025-12-20,1,Japon,Tienda,SMB,16,1039.1,0.05
2025-01-28,3,Estados Unidos,Tienda,Consumer,9,273.44,0.0
2025-06-20,1,Alemania,Tienda,SMB,9,908.52,0.05
2025-02-06,3,Japon,Tienda,Consumer,9,208.81,0.1
2025-02-13,3,Mexico,Tienda,Consumer,9,223.92,0.0
2025-03-11,2,Chile,Tienda,SMB,5,1244.71,0.03
2025-11-08,2,Peru,Online,Enterprise,8,1319.4,0.15
2025-04-03,2,Alemania,Online,Consumer,5,1083.75,0.1
2025-11-09,4,India,Tienda,Consumer,5,750.19,0.1
2025-04-05,3,India,Online,Enterprise,10,397.55,0.05
2025-01-12,3,Estados Unidos,Tienda,Enterprise,11,291.56,0.03
2025-12-11,2,Espana,Tienda,Enterprise,6,1229.67,0.03
2025-09-11,3,Chile,Tienda,Consumer,12,231.59,0.05
2025-07-21,2,Alemania,Tienda,Enterprise,18,1179.07,0.1
2025-02-13,3,Mexico,Online,Consumer,7,303.01,0.2
2025-07-25,2,Peru,Tienda,Consumer,6,1052.03,0.1
2025-01-30,3,Japon,Online,Consumer,13,359.73,0.15
2025-03-18,3,Japon,Online,Consumer,18,344.31,0.0
2025-03-31,4,India,Tienda,Consumer,14,782.84,0.1
2025-11-03,4,Espana,Online,Consumer,13,743.82,0.2
2025-03-10,3,Mexico,Tienda,SMB,2,328.15,0.1
2025-10-27,2,Peru,Tienda,Consumer,10,1366.34,0.0
2025-04-15,2,Mexico,Online,Consumer,2,1154.41,0.0
2025-06-02,2,Mexico,Tienda,Consumer,13,1207.56,0.05
2025-12-15,2,India,Online,Consumer,1,1459.87,0.2
2025-06-24,3,Chile,Online,Enterprise,15,357.13,0.1
2025-08-18,3,Estados Unidos,Tienda,Consumer,2,246.05,0.1
2025-05-02,1,Mexico,Tienda,Consumer,10,1027.01,0.0
2025-08-17,3,Japon,Tienda,Enterprise,15,235.16,0.05
2025-01-10,4,Japon,Tienda,Consumer,8,535.54,0.05
2025-12-20,1,Alemania,Tienda,Consumer,1,965.27,0.0
2025-03-28,1,Alemania,Online,Enterprise,7,1045.26,0.0
2025-10-17,4,Alemania,Online,Consumer,18,510.34,0.0
2025-03-04,2,Espana,Tienda,Consumer,7,1132.06,0.03
2025-10-12,4,Alemania,Tienda,Consumer,4,731.95,0.0
2025-08-15,2,Mexico,Online,SMB,3,1446.33,0.1
2025-05-07,3,Estados Unidos,Online,Consumer,8,382.06,0.2
2025-11-24,1,Japon,Tienda,Consumer,4,876.08,0.03
2025-09-25,3,Japon,Online,Consumer,9,229.95,0.1
2025-07-20,4,India,Tienda,Consumer,2,515.68,0.0
2025-03-03,1,India,Online,Consumer,13,1091.03,0.05
2025-05-14,4,India,Tienda,Consumer,12,889.7,0.1
2025-08-24,3,Japon,Tienda,Enterprise,8,332.37,0.1
2025-04-26,1,Alemania,Online,Consumer,15,843.96,0.1
2025-09-22,2,Estados Unidos,Online,Enterprise,1,1154.47,0.15
2025-04-02,2,Estados Unidos,Tienda,SMB,8,1017.44,0.0
2025-05-18,2,Estados Unidos,Tienda,SMB,13,1211.53,0.03
2025-09-15,3,Chile,Online,Consumer,2,290.0,0.2
2025-08-26,4,India,Tienda,SMB,15,657.97,0.03
2025-06-02,4,Espana,Online,Consumer,15,536.77,0.15
2025-09-27,3,Estados Unidos,Tienda,SMB,12,257.94,0.05
2025-07-22,4,Alemania,Tienda,Consumer,9,837.88,0.0
2025-02-28,1,Espana,Online,Consumer,14,832.51,0.05
2025-07-27,3,India,Online,Enterprise,4,380.44,0.2
2025-10-17,1,Japon,Tienda,Consumer,4,1020.96,0.03
2025-02-12,4,Peru,Online,SMB,12,609.94,0.1
2025-03-12,4,Alemania,Online,SMB,10,729.79,0.15
2025-01-27,2,Peru,Online,SMB,10,1252.17,0.0
2025-05-08,3,Estados Unidos,Online,SMB,18,287.72,0.2
2025-12-08,4,Espana,Online,Consumer,5,692.52,0.05
2025-11-13,1,Mexico,Tienda,SMB,14,891.91,0.03
2025-12-14,1,Peru,Tienda,Consumer,15,904.29,0.03
2025-02-09,2,Mexico,Tienda,Enterprise,3,1233.5,0.1
2025-01-06,2,Japon,Tienda,SMB,20,1172.45,0.05
2025-04-11,4,Japon,Tienda,SMB,5,724.32,0.1
2025-05-25,2,Peru,Online,SMB,11,1475.29,0.1
2025-10-17,3,Chile,Tienda,Consumer,13,348.85,0.0
2025-06-13,3,Alemania,Online,Consumer,15,206.15,0.05
2025-09-17,2,Japon,Online,Consumer,5,1257.35,0.1
2025-10-25,4,Estados Unidos,Online,SMB,1,740.67,0.1
2025-04-12,4,Estados Unidos,Tienda,SMB,3,804.16,0.03
2025-04-02,1,Alemania,Online,Consumer,7,1046.59,0.2
2025-10-07,4,Peru,Online,Enterprise,13,707.45,0.2
2025-01-19,1,Chile,Tienda,Consumer,11,909.65,0.05
2025-07-24,2,Estados Unidos,Online,Enterprise,20,1037.57,0.05
2025-11-11,1,Peru,Online,SMB,10,1037.42,0.15
2025-09-21,1,Espana,Tienda,Enterprise,15,924.33,0.0
2025-05-04,2,Estados Unidos,Online,Consumer,7,1452.54,0.2
2025-03-01,4,Peru,Tienda,Consumer,3,662.23,0.05
2025-12-01,2,India,Tienda,Consumer,6,1166.73,0.1
2025-02-22,4,Chile,Tienda,SMB,14,806.18,0.05
2025-09-23,3,Japon,Tienda,Enterprise,18,346.27,0.03
2025-09-06,1,Espana,Online,Consumer,2,944.52,0.1
2025-01-28,4,Estados Unidos,Online,SMB,4,575.5,0.2
2025-12-19,2,Alemania,Tienda,Consumer,3,1124.88,0.03
2025-09-22,4,Chile,Tienda,SMB,2,507.95,0.03
2025-06-27,4,Mexico,Tienda,Consumer,14,793.23,0.05
2025-04-17,1,Peru,Online,Consumer,19,1096.99,0.0
2025-04-07,4,Japon,Online,SMB,14,554.61,0.2
2025-03-06,1,Japon,Online,Consumer,20,903.14,0.2
2025-08-06,2,Chile,Online,Consumer,17,1211.29,0.2
2025-03-10,3,Peru,Online,Enterprise,9,302.87,0.05
2025-06-15,2,Estados Unidos,Tienda,Consumer,6,1255.59,0.05
2025-08-12,2,Chile,Tienda,SMB,14,1348.41,0.1
2025-04-01,4,Espana,Tienda,Consumer,13,669.2,0.0
2025-05-05,4,Espana,Online,Consumer,16,777.71,0.15
2025-06-19,1,Espana,Online,Consumer,2,982.08,0.05
2025-01-23,2,Mexico,Tienda,Consumer,9,1021.7,0.05
2025-10-29,2,Peru,Online,SMB,20,1010.13,0.0
2025-05-28,3,Alemania,Tienda,SMB,4,371.59,0.1
2025-09-13,3,Japon,Online,Consumer,20,247.7,0.0
2025-03-15,1,Chile,Online,Consumer,18,901.93,0.05
2025-11-16,3,Estados Unidos,Tienda,SMB,10,245.72,0.05
2025-06-28,4,India,Online,Enterprise,12,771.64,0.05
2025-12-25,3,India,Online,Consumer,1,240.21,0.2
2025-09-01,2,Mexico,Tienda,Enterprise,1,1477.93,0.03
2025-07-20,4,India,Tienda,Consumer,16,643.56,0.0
2025-09-30,4,Alemania,Online,Consumer,20,541.28,0.2
2025-08-05,3,Alemania,Tienda,SMB,15,224.1,0.03
2025-07-02,1,Estados Unidos,Online,Consumer,15,828.69,0.05
2025-08-30,3,Estados Unidos,Tienda,Consumer,10,233.09,0.0
2025-05-24,1,Mexico,Tienda,Enterprise,4,919.84,0.0
2025-07-28,2,Espana,Online,Consumer,18,1143.98,0.2
2025-09-01,1,Alemania,Tienda,Consumer,12,839.09,0.1
2025-11-27,2,Alemania,Tienda,Consumer,20,1136.98,0.0
2025-02-20,3,Peru,Online,SMB,13,216.42,0.0
2025-08-29,1,Chile,Online,Consumer,7,1025.34,0.05
2025-07-06,1,India,Tienda,Consumer,17,800.3,0.0
2025-06-11,1,Estados Unidos,Tienda,Enterprise,7,1061.4,0.03
2025-06-02,2,Peru,Tienda,Enterprise,8,1103.49,0.03
2025-07-30,1,Chile,Online,SMB,7,923.52,0.2
2025-03-23,1,India,Tienda,Consumer,4,1061.83,0.03
2025-10-17,4,India,Tienda,Enterprise,3,814.73,0.05
2025-12-15,3,Japon,Tienda,SMB,19,258.35,0.1
2025-05-18,4,Japon,Tienda,Consumer,15,617.3,0.1
2025-08-11,1,India,Online,SMB,2,900.27,0.1
2025-07-15,1,Mexico,Online,SMB,20,1022.51,0.0
2025-09-19,1,India,Online,Consumer,18,934.83,0.0
2025-12-12,4,Espana,Online,Consumer,15,852.64,0.0
2025-08-24,4,Peru,Online,Enterprise,20,830.02,0.2
2025-04-24,1,Peru,Online,Consumer,20,987.67,0.05
2025-10-28,2,Japon,Tienda,Consumer,3,1266.28,0.05
2025-04-06,2,Espana,Tienda,SMB,16,1002.23,0.1
2025-09-26,2,Japon,Tienda,SMB,20,1014.67,0.05
2025-04-27,1,Alemania,Online,Enterprise,15,902.03,0.1
2025-03-29,3,Espana,Tienda,Consumer,13,343.0,0.0
2025-12-07,2,Japon,Online,Consumer,13,1212.34,0.15
2025-08-30,3,Peru,Tienda,Consumer,8,278.91,0.03
2025-03-28,1,Mexico,Tienda,SMB,6,907.82,0.03
2025-03-27,2,Peru,Tienda,SMB,11,1173.84,0.03
2025-09-10,2,India,Online,SMB,11,1268.23,0.15
2025-05-01,3,Mexico,Tienda,SMB,14,399.0,0.05
2025-04-06,3,Chile,Online,Consumer,10,313.22,0.15
2025-07-14,2,Mexico,Tienda,SMB,16,1136.59,0.03
2025-10-03,3,Peru,Online,Consumer,10,294.74,0.15
2025-04-26,3,Mexico,Online,SMB,6,386.96,0.0
2025-01-07,3,India,Online,Consumer,18,282.71,0.0
2025-11-21,3,Espana,Tienda,Enterprise,11,264.32,0.0
2025-02-11,1,Peru,Online,SMB,2,942.04,0.1
2025-08-25,3,India,Tienda,Enterprise,4,301.9,0.03
2025-08-20,2,Alemania,Tienda,Consumer,4,1260.71,0.03
2025-10-12,4,Estados Unidos,Tienda,SMB,14,519.78,0.0
2025-08-28,3,India,Online,SMB,10,332.92,0.0
2025-08-08,2,Estados Unidos,Online,SMB,10,1252.47,0.2
2025-10-12,3,Chile,Online,Consumer,16,346.63,0.1
